"player_name" "player_api_id" "overall_rating" "gk_attributes" "num_appearances" "num_leagues"
"1947" "Maarten Stekelenburg" 30841 85 424 147 4
"1948" "Brett Emerton" 30842 77 143 62 1
"1949" "Robin van Persie" 30843 89 140 172 1
"1950" "Vincenzo Grella" 30849 74 152 29 1
"1951" "Zeljko Kalac" 30850 77 386 1 1
"1952" "Shunsuke Nakamura" 30851 86 167 36 2
"1953" "Fernando Meira" 30852 85 153 12 1
"1954" "Fernando Torres" 30853 88 132 168 3
"1955" "Mike Hanke" 30854 78 127 74 1
"1956" "Ricardo" 30855 80 406 35 2
"1957" "Paulo Ferreira" 30856 83 140 27 1
"1958" "Nuno Valente" 30857 78 143 1 1
"1959" "Petr Cech" 30859 89 445 251 1
"1960" "Zdenek Grygera" 30861 81 144 57 2
"1961" "Ricardo Cabanas" 30863 77 146 39 1
"1962" "Nemanja Vidic" 30865 89 149 162 2
"1963" "Ivica Dragutinovic" 30866 80 137 31 1
"1964" "Anatoli Tymoschuk" 30868 84 154 56 1
"1965" "Marek Jankulovski" 30870 80 153 39 1
"1966" "Tiago" 30871 83 151 160 2
"1967" "Bastian Schweinsteiger" 30872 88 160 190 2
"1968" "Tim Cahill" 30876 81 141 110 1
"1969" "Wesley Sneijder" 30878 88 166 84 2
"1970" "Kew Jaliens" 30879 74 109 79 2
"1971" "Arek Radomski" 30880 67 144 77 2
"1972" "Alberto Gilardino" 30881 85 117 226 1
"1973" "Jason Culina" 30884 78 155 8 1
"1974" "John Mensah" 30885 84 124 44 2
"1975" "Andrey Voronin" 30886 81 137 30 2
"1976" "Xabi Alonso" 30889 87 180 217 3
"1977" "Philippe Senderos" 30890 81 117 90 4
"1978" "Gabriel Milito" 30891 86 150 17 1
"1979" "Stewart Downing" 30892 82 147 217 1
"1980" "Cristiano Ronaldo" 30893 93 145 259 2
"1981" "Philipp Lahm" 30894 87 155 222 1
"1982" "Aaron Lennon" 30895 84 146 181 1
"1983" "Bonaventure Kalou" 30896 77 134 2 1
"1984" "Kanga Akale" 30897 80 134 43 2
"1985" "Hamdi Kasraoui" 30899 67 330 12 1
"1986" "Kossi Agassa" 30900 80 385 94 1
"1987" "Aruna Dindane" 30901 83 63 18 1
"1988" "Andrea Barzagli" 30902 85 150 222 2
"1989" "Pablo Ibanez" 30903 83 128 31 2
"1990" "Carlos Bocanegra" 30904 76 140 126 2
"1991" "Sulley Ali Muntari" 30905 82 158 106 2
"1992" "Cristian Zaccardo" 30906 81 141 159 2
"1993" "Jaroslav Plasil" 30907 81 146 245 3
"1994" "Emerse Fae" 30908 80 145 82 1
"1995" "David Villa" 30909 89 155 153 1
"1996" "Ivan Leko" 30910 75 160 91 1
"1997" "Ricardo Carvalho" 30911 86 134 173 3
"1998" "Christoph Spycher" 30912 75 132 140 2
"1999" "Ricardo Costa" 30914 78 113 128 3
"2000" "Ryan Babel" 30915 81 135 68 3
"2001" "Tim De Cler" 30916 73 138 37 1
"2002" "David Rozehnal" 30918 81 140 123 4
"2003" "Daniel Gygax" 30919 74 125 90 2
"2004" "Edgar Barreto" 30920 77 166 148 1
"2005" "Matthew Amoah" 30921 74 133 65 1
"2006" "Arouna Kone" 30922 80 116 102 3
"2007" "Franck Ribery" 30924 90 146 139 1
"2008" "Nicolas Burdisso" 30928 79 138 182 1
"2009" "Fabricio Coloccini" 30929 81 143 211 1
"2010" "Esteban Cambiasso" 30930 86 163 206 2
"2011" "Cris" 30931 89 147 110 1
"2012" "Boubacar Barry Copa" 30934 73 348 114 1
"2013" "Emmanuel Eboue" 30935 79 135 42 1
"2014" "Xavier Margairaz" 30936 79 144 95 1
"2015" "Tranquillo Barnetta" 30937 81 132 112 1
"2016" "Mauro Lustrinelli" 30939 73 122 66 1
"2017" "Blerim Dzemaili" 30940 77 147 151 1
"2018" "Jan Polak" 30949 78 156 82 2
"2019" "Gilberto" 30950 84 154 1 1
"2020" "Jason Scotland" 30953 72 108 26 2
"2021" "Carlos Edwards" 30954 77 124 6 1
"2022" "Andres Iniesta" 30955 91 161 190 1
"2023" "Clint Dempsey" 30956 81 168 153 1
"2024" "Marcos Senna" 30958 84 158 90 1
"2025" "Marco Zoro" 30959 71 108 17 1
"2026" "Emmanuel Adebayor" 30960 87 130 140 2
"2027" "Sergio Ramos" 30962 87 139 237 1
"2028" "Collin Samuel" 30963 64 127 36 1
"2029" "Maza" 30964 77 152 74 2
"2030" "Valon Behrami" 30966 80 138 182 3
"2031" "Quim" 30967 81 400 83 1
"2032" "Luisao" 30968 82 158 171 1
"2033" "Lukasz Fabianski" 30973 78 392 102 1
"2034" "Artur Boruc" 30974 84 418 201 3
"2035" "Sebastian Mila" 30975 74 133 173 1
"2036" "Radoslaw Sobolewski" 30976 72 147 154 1
"2037" "Dariusz Dudka" 30977 72 142 143 3
"2038" "Pawel Brozek" 30978 76 114 122 2
"2039" "Lionel Messi" 30981 94 147 249 1
"2040" "Dusan Basta" 30983 80 148 146 1
"2041" "Johan Djourou" 30986 81 135 141 2
"2042" "Marcell Jansen" 30987 79 148 134 1
"2043" "Kenwyne Jones" 30988 79 108 112 1
"2044" "Julio Cesar" 30989 89 438 202 3
"2045" "Justo Villar" 30990 76 387 38 1
"2046" "Rodrigo Palacio" 30991 83 168 178 1
"2047" "Oscar Ustari" 30992 79 395 36 1
"2048" "Hedwiges Maduro" 30994 81 152 92 2
"2049" "Fred" 30995 84 138 11 1
"2050" "Cicinho" 30996 80 152 20 1
"2051" "Omar Bravo" 31010 78 152 2 1
"2052" "Jawhar Mnari" 31011 77 152 3 1
"2053" "Abdulkader Keita" 31012 82 86 13 1
"2054" "Theo Walcott" 31013 82 127 131 1
"2055" "Romaric" 31014 80 150 135 2
"2056" "Haminu Dramani" 31018 72 136 3 1
"2057" "Seweryn Gancarczyk" 31019 65 120 79 1
"2058" "Guillermo Franco" 31020 78 114 21 2
"2059" "Flavio" 31031 67 53 2 1
"2060" "Jacques Alaixys Romao" 31037 76 136 240 1
"2061" "Andres Guardado" 31045 82 155 163 3
"2062" "Guillermo Ochoa" 31047 82 409 122 2
"2063" "Eddie Johnson" 31052 78 144 1 1
"2064" "Segundo Castillo" 31070 73 149 12 1
"2065" "Cristian Benitez" 31073 79 125 21 1
"2066" "Won-Hee Cho" 31085 67 143 2 1
"2067" "Do-Heon Kim" 31088 72 144 9 1
"2068" "Chu-Young Park" 31092 79 141 97 2
"2069" "Luka Modric" 31097 88 147 224 2
"2070" "Yassine Chikhaoui" 31100 78 123 64 1
"2071" "Paulo da Silva" 31103 79 148 50 2
"2072" "Cristian Riveros" 31104 76 160 5 1
"2073" "Jim Larsen" 31160 75 123 12 1
"2074" "Tomas Galasek" 31187 83 155 15 1
"2075" "Aleksei Kangaskolkka" 31191 62 49 1 1
"2076" "Stefan Kiessling" 31199 81 132 224 1
"2077" "Nicky Hofs" 31205 74 123 64 1
"2078" "Marino Defendi" 31207 68 146 10 1
"2079" "Matteo Ferrari" 31214 78 143 33 1
"2080" "Geert De Vlieger" 31226 74 360 10 1
"2081" "Diego" 31235 88 159 160 3
"2082" "Henrik Dalsgaard" 31241 70 104 9 1
"2083" "Cicero" 31244 78 144 75 1
"2084" "Akpo Sodje" 31255 69 130 13 1
"2085" "Madjid Bougherra" 31257 79 131 80 1
"2086" "Fabio Liverani" 31288 82 173 56 1
"2087" "Sascha Riether" 31290 76 145 215 2
"2088" "Gael Clichy" 31291 83 152 193 1
"2089" "Yoan Gouffran" 31292 77 137 178 2
"2090" "Steve Mandanda" 31293 84 421 300 1
"2091" "Niki Zimling" 31294 74 151 88 4
"2092" "Ramon Zomer" 31296 70 151 179 1
"2093" "Bruno Amaro" 31298 71 147 114 1
"2094" "Daniel Fernandes" 31299 77 376 32 1
"2095" "Rolando" 31300 80 141 151 4
"2096" "Pedro Ribeiro" 31302 65 60 26 1
"2097" "Nelson" 31303 73 145 126 3
"2098" "Alessandro Rosina" 31304 79 148 56 1
"2099" "Branislav Ivanovic" 31306 83 136 234 1
"2100" "Dejan Milovanovic" 31307 69 142 9 1
"2101" "Djordje Rakic" 31308 66 120 1 1
"2102" "Ivan Todorovic,25" 31310 68 144 25 1
"2103" "Milan Stepanov" 31312 76 135 13 2
"2104" "Milos Krasic" 31314 84 141 60 3
"2105" "Nemanja Rnic" 31316 66 129 8 1
"2106" "Nenad Milijas" 31317 74 153 38 1
"2107" "Stefan Babovic" 31318 70 103 15 3
"2108" "Milos Pavlovic" 31319 66 121 5 1
"2109" "Sergei Pylypchuk" 31325 68 62 39 1
"2110" "Hakan Yakin" 31427 74 149 76 1
"2111" "Joe Hart" 31432 85 414 275 1
"2112" "Tomas Rosicky" 31435 85 154 70 1
"2113" "Dennis Wyness" 31436 67 119 17 1
"2114" "Ugo Ukah" 31437 65 52 77 1
"2115" "David Sommeil" 31451 75 118 1 1
"2116" "Sekou Baradji" 31453 63 107 15 2
"2117" "Trent McClenahan" 31454 65 133 43 1
"2118" "Tim Howard" 31465 84 418 282 1
"2119" "Andrea Guatelli" 31470 66 336 31 1
"2120" "Maurice Ross" 31479 65 129 11 1
"2121" "Gustavo Franchin Schiavolin" 31490 70 111 19 1
"2122" "Cleber Santana" 31498 78 148 33 1
"2123" "Nicola Mingazzini" 31499 66 114 40 1
"2124" "Soeren Rieks" 31568 70 124 51 1
"2125" "Maicosuel" 31614 77 145 39 2
"2126" "Pontus Wernbloom" 31627 79 131 60 1
"2127" "David Elm" 31643 72 125 3 1
"2128" "Alexander Farnerud" 31672 75 130 108 2
"2129" "Abdeslam Ouaddou" 31684 78 150 43 1
"2130" "Mikael Lustig" 31701 75 129 65 1
"2131" "Nelson Haedo Valdez" 31718 78 133 78 2
"2132" "Mario Alberto Santana" 31725 79 155 102 2
"2133" "Karl Svensson" 31728 71 115 1 1
"2134" "Gianni Zuiverloon" 31731 72 138 121 3
"2135" "Cristiano Zanetti" 31739 82 172 37 1
"2136" "Emil Johansson" 31785 70 131 5 1
"2137" "Antti Okkonen" 31810 60 143 4 1
"2138" "Salomon Kalou" 31906 84 135 164 3
"2139" "Andrew Johnson" 31907 85 112 67 1
"2140" "Denes Rosa" 31909 58 130 10 1
"2141" "Theo Robinson" 31915 66 125 2 1
"2142" "Adam Rooney" 31916 71 53 114 1
"2143" "Gareth Bale" 31921 87 159 203 2
"2144" "Rob Friend" 31936 74 103 34 1
"2145" "Marco Cassetti" 31938 77 154 73 1
"2146" "Cameron Jerome" 31953 78 141 116 1
"2147" "Kevin McNaughton" 31963 71 156 3 1
"2148" "James Wesolowski" 31984 64 134 34 1
"2149" "Jermaine Beckford" 31989 76 106 15 1
"2150" "Darryl Duffy" 31993 67 95 2 1
"2151" "Andriy Shevchenko" 31996 88 130 2 1
"2152" "Bruno Vale" 32034 74 368 17 1
"2153" "Paulo Santos" 32039 71 351 30 1
"2154" "Jose Gomes de Moraes Edmilson" 32043 81 162 24 1
"2155" "Mineiro" 32048 80 147 5 1
"2156" "Jamie Mackie" 32084 71 117 41 1
"2157" "Dean Moxey" 32087 68 134 18 1
"2158" "Daniel Seaborne" 32088 65 114 49 1
"2159" "Lukas Podolski" 32118 87 137 148 3
"2160" "Michael Kightly" 32148 75 147 42 1
"2161" "Steven Smith" 32200 71 125 48 1
"2162" "George Boyd" 32304 72 108 44 1
"2163" "Kelvin Wilson" 32318 71 108 46 1
"2164" "David McNamee" 32323 69 109 9 1
"2165" "Markus Neumayr" 32343 67 50 62 1
"2166" "John Obi Mikel" 32345 83 149 152 1
"2167" "Michael Hart" 32410 76 136 22 1
"2168" "Russell Anderson" 32411 72 133 63 1
"2169" "Scott Severin" 32412 75 159 66 1
"2170" "Barry Nicholson" 32413 75 148 14 1
"2171" "Steve Lovell" 32414 74 92 25 1
"2172" "Chris Clark" 32415 66 145 22 1
"2173" "Jamie Langfield" 32418 72 361 194 1
"2174" "Andrew Considine" 32419 69 141 194 1
"2175" "Christopher Maguire" 32421 69 130 65 1
"2176" "Darren Mackie" 32427 77 122 61 1
"2177" "Richard Foster" 32430 67 139 128 1
"2178" "Zander Diamond" 32436 73 148 73 1
"2179" "Gareth McAuley" 32441 75 120 158 1
"2180" "David Marshall" 32446 75 371 37 1
"2181" "Michael McGlinchey" 32447 68 131 1 1
"2182" "Aiden McGeady" 32448 83 143 70 2
"2183" "Darren O'Dea" 32449 70 118 39 1
"2184" "Simon Ferry" 32450 63 138 14 1
"2185" "Mark Kerr" 32453 68 115 87 1
"2186" "Barry Robson" 32455 80 154 54 1
"2187" "Stuart Duff" 32456 65 116 54 1
"2188" "Lee Mair" 32457 73 133 150 1
"2189" "Garry Kenneth" 32458 69 130 94 1
"2190" "David Goodwillie" 32465 75 113 109 2
"2191" "Chris Innes" 32474 63 119 28 1
"2192" "David McCracken" 32484 67 129 42 1
"2193" "Jim Paterson" 32485 65 150 7 1
"2194" "Allan McGregor" 32496 80 397 187 2
"2195" "Gary Mason" 32503 62 102 57 1
"2196" "Jorge Ribeiro" 32504 72 142 16 1
"2197" "Pedro da Silva Moutinho,28" 32546 65 117 27 2
"2198" "Alan Gow" 32547 71 140 17 1
"2199" "Darren Barr" 32553 68 133 144 1
"2200" "Steven Thomson" 32555 66 150 85 1
"2201" "Mark Twaddle" 32556 57 96 30 1
"2202" "Liam Craig" 32559 69 143 179 1
"2203" "Brian Allison" 32561 61 128 4 1
"2204" "Craig Gordon" 32562 81 405 122 2
"2205" "Robbie Neilson" 32563 73 163 46 1
"2206" "Camel Meriem" 32566 79 124 79 1
"2207" "Paul Hartley" 32567 78 149 43 1
"2208" "Patrice Evra" 32569 85 158 248 2
"2209" "Roman Bednar" 32570 75 136 13 1
"2210" "Franck Jurietti" 32571 77 136 17 1
"2211" "Ludovic Giuly" 32572 87 153 89 1
"2212" "Olivier Dacourt" 32573 76 145 3 1
"2213" "Jonathan Zebina" 32574 76 144 104 2
"2214" "Rio Mavuba" 32575 82 159 254 1
"2215" "Saulius Mikoliunas" 32576 69 140 6 1
"2216" "Bernard Mendy" 32577 73 88 60 2
"2217" "Jerome Rothen" 32578 85 158 64 2
"2218" "Anthony Reveillere" 32579 81 143 171 3
"2219" "Deividas Cesnauskis" 32580 65 154 2 1
"2220" "Christophe Berra" 32581 76 136 115 2
"2221" "Lee Wallace" 32583 74 137 101 1
"2222" "Jamie MacDonald" 32584 70 353 150 1
"2223" "Ibrahim Tall" 32587 68 97 45 2
"2224" "Jose Goncalves" 32589 71 86 40 2
"2225" "Bruno Aguiar" 32591 66 133 26 1
"2226" "Andrew Driver" 32593 78 143 100 2
"2227" "Benjamin Huggel" 32596 73 131 92 1
"2228" "Reto Ziegler" 32597 78 150 136 2
"2229" "Steven Pressley" 32609 77 130 15 1
"2230" "Steven Whittaker" 32616 76 154 147 2
"2231" "Michael Stewart" 32617 71 152 58 1
"2232" "Kevin Thomson" 32618 77 164 82 1
"2233" "Sam Morrow" 32620 60 110 17 1
"2234" "Guillaume Beuzelin" 32621 75 161 3 1
"2235" "Chris Hogg" 32622 71 116 92 1
"2236" "Ivan Sproule" 32624 66 127 49 1
"2237" "Steven Fletcher" 32627 77 128 191 3
"2238" "Lewis Stevenson" 32630 65 123 126 1
"2239" "Zbigniew Malkowski" 32633 66 323 139 1
"2240" "Sean Lynch" 32636 55 120 11 1
"2241" "Abdessalam Benjelloun" 32637 72 102 11 2
"2242" "Hans-Joerg Butt" 32653 79 398 62 1
"2243" "Antonio Lopez" 32656 76 142 70 1
"2244" "Victor Valdes" 32657 85 425 203 3
"2245" "Mark Brown" 32658 72 361 115 1
"2246" "Ross Tokely" 32659 67 116 111 1
"2247" "Darren Dods" 32661 70 133 45 1
"2248" "Roy McBain" 32664 63 126 21 1
"2249" "Barry Wilson" 32665 66 135 1 1
"2250" "Russell Duncan" 32669 64 119 45 1
"2251" "Grant Munro" 32670 71 89 109 1
"2252" "Richard Hastings" 32673 65 135 39 1
"2253" "Craig Dargo" 32674 77 115 39 1
"2254" "Cata Diaz" 32675 83 151 142 1
"2255" "German Dario Lux" 32678 76 383 53 1
"2256" "Michael Fraser" 32679 63 324 55 1
"2257" "Ian Black" 32681 68 144 108 1
"2258" "Stein Huysegems" 32690 71 127 25 2
"2259" "Alan Combe" 32693 68 337 37 1
"2260" "James Fowler" 32694 72 143 136 1
"2261" "Garry Hay" 32696 67 135 98 1
"2262" "David Lilley" 32697 66 133 20 1
"2263" "Simon Ford" 32700 70 116 49 1
"2264" "Danny Invincibile" 32703 69 117 48 1
"2265" "Steven Naismith" 32705 85 129 123 2
"2266" "Colin Nish" 32706 75 128 82 1
"2267" "Jamie Hamill" 32711 70 135 192 1
"2268" "Cameron Bell" 32713 70 343 115 1
"2269" "Jamie Adams" 32714 58 43 15 1
"2270" "Ryan O'Leary" 32717 63 66 43 1
"2271" "David Mackay" 32725 68 119 223 1
"2272" "Robert Snodgrass" 32728 75 129 65 1
"2273" "Martin Scott" 32730 64 53 24 1
"2274" "James McPake" 32732 66 127 91 1
"2275" "Graham Dorrans" 32734 76 168 103 1
"2276" "Ivica Banovic" 32745 73 152 23 1
"2277" "Morgan De Sanctis" 32746 83 404 220 1
"2278" "Fabrizio Miccoli" 32747 83 146 125 1
"2279" "Antonio Cassano" 32748 86 163 179 1
"2280" "Marco Di Vaio" 32749 84 125 133 1
"2281" "Mauro Esposito" 32750 77 152 11 1
"2282" "Massimo Ambrosini" 32751 83 156 115 1
"2283" "Giuseppe Favalli" 32752 77 147 36 1
"2284" "Milivoje Vitakic" 32755 68 135 39 1
"2285" "Milos Maric" 32760 76 139 119 2
"2286" "Ruben Baraja" 32761 82 159 29 1
"2287" "Vicente" 32762 88 149 16 1
"2288" "Alberto Luque,21" 32763 79 141 21 1
"2289" "Raul Tamudo" 32764 84 140 64 1
"2290" "Jose Maria Guti" 32765 84 161 23 1
"2291" "Ivan de la Pena" 32766 85 159 19 1
"2292" "Paolo Cannavaro" 32769 80 141 228 1
"2293" "Issam Jemaa" 32776 70 134 48 1
"2294" "Robert Jones" 32786 71 102 32 1
"2295" "Joshua Kennedy" 32788 71 146 19 1
"2296" "Martyn Corrigan" 32824 60 150 1 1
"2297" "Brian Kerr" 32825 69 142 10 1
"2298" "Scott McDonald" 32826 83 118 94 1
"2299" "Richie Foran" 32827 69 85 130 1
"2300" "David Clarkson" 32829 72 123 48 1
"2301" "Steven McGarry" 32830 64 126 16 1
"2302" "Kevin McBride" 32831 64 133 80 1
"2303" "Paul Quinn" 32833 68 139 84 1
"2304" "Marc Fitzpatrick" 32836 69 141 36 1
"2305" "Mark Reynolds" 32844 74 145 235 1
"2306" "Alan Martin" 32845 60 312 1 1
"2307" "Thomas Buffel" 32863 78 142 156 1
"2308" "Nacho Novo" 32865 74 128 48 3
"2309" "Gavin Rae" 32866 71 148 46 1
"2310" "Kris Boyd" 32867 86 115 117 1
"2311" "Julien Rodriguez" 32868 79 141 5 1
"2312" "Alan Hutton" 32870 79 145 135 2
"2313" "Ian Murray" 32871 75 159 84 1
"2314" "Steven McDougall" 32880 59 40 2 1
"2315" "Danny Grainger" 32891 69 112 125 1
"2316" "Neil McGregor" 32906 60 45 5 1
"2317" "Craig Bryson" 32907 73 145 97 1
"2318" "Mark McLaughlin" 32917 66 118 80 1
"2319" "Rasmus Bengtsson" 32920 73 123 83 2
"2320" "Alex Neil" 32924 69 135 70 1
"2321" "Paul Burns" 32931 57 56 21 1
"2322" "Willie Gibson" 32932 61 106 11 1
"2323" "Christian Poulsen" 32937 83 164 101 4
"2324" "Don Cowie" 32942 72 138 38 2
"2325" "Willie Dyer" 32951 59 43 18 1
"2326" "Kevin Rutkiewicz" 32952 62 113 19 1
"2327" "Martin Hardie" 32955 65 131 22 1
"2328" "Simon Mensing" 32956 69 128 100 1
"2329" "Kevin Moon" 32957 62 130 27 1
"2330" "Peter MacDonald" 32960 61 114 21 1
"2331" "Steven Milne" 32961 67 118 22 1
"2332" "Kirk Broadfoot" 32964 71 134 55 1
"2333" "John Potter" 32968 75 148 117 1
"2334" "David van Zanten" 32969 67 140 131 1
"2335" "Mark Corcoran" 32971 66 70 5 1
"2336" "Simon Lappin" 32973 66 142 37 2
"2337" "Hugh Murray" 32975 64 151 85 1
"2338" "Billy Mehmet" 32978 63 124 63 1
"2339" "Nicolas Ardouin" 32990 64 314 9 1
"2340" "Enrique de Lucas" 32995 74 156 6 1
"2341" "Mehdi Lacen" 32999 76 143 195 1
"2342" "Arthuro" 33000 73 96 2 1
"2343" "Daniel Aranzubia" 33018 79 397 141 1
"2344" "Ander Murillo" 33021 75 126 1 1
"2345" "Luis Prieto" 33022 74 136 47 1
"2346" "Carlos Gurpegi" 33024 79 141 152 1
"2347" "Andoni Iraola" 33025 80 146 217 1
"2348" "Ustaritz" 33027 73 143 46 2
"2349" "Aritz Aduriz" 33028 82 133 216 1
"2350" "Fernando Llorente" 33030 83 132 202 2
"2351" "Berry Powel" 33039 69 57 16 1
"2352" "Stephen Kelly" 33045 73 157 54 1
"2353" "Darren Pratley" 33048 72 140 14 1
"2354" "Lee Bowyer" 33049 78 144 62 1
"2355" "Enoch Showunmi" 33060 64 96 15 1
"2356" "Karim Guede" 33065 71 39 48 1
"2357" "Eidur Gudjohnsen" 33074 86 142 38 4
"2358" "Zak Whitbread" 33076 70 130 18 1
"2359" "Umut Bulut" 33080 77 107 17 1
"2360" "Mario Cvitanovic" 33082 69 129 23 1
"2361" "Daniel van Buyten" 33085 87 140 96 1
"2362" "Joleon Lescott" 33086 82 139 194 1
"2363" "Peter Kovacs" 33098 70 112 15 1
"2364" "Chaouki Ben Saada" 33100 72 132 50 1
"2365" "Jose Paolo Guerrero" 33101 78 133 69 1
"2366" "Nicolas Marin" 33107 71 136 45 1
"2367" "Stephane Noro" 33108 72 141 17 1
"2368" "Laurent Pionnier" 33109 74 372 41 1
"2369" "Fatih Atik" 33114 69 120 18 1
"2370" "Stephane Darbion" 33116 68 134 40 1
"2371" "Nicolas Godemeche" 33117 70 152 66 2
"2372" "Thierry Gathuessi" 33118 65 131 1 1
"2373" "Sylvain Marchal" 33122 73 138 151 1
"2374" "Didier Digard" 33128 76 136 151 3
"2375" "Olivier Blondel" 33129 70 345 15 1
"2376" "Stephen Ward" 33138 73 138 90 1
"2377" "Peter Jehle" 33272 67 321 64 1
"2378" "Daniel Ziebig" 33285 67 132 27 1
"2379" "Jonathan Spector" 33312 72 133 36 1
"2380" "Michael Chopra" 33316 77 129 1 1
"2381" "Danny Wintjens" 33330 66 320 3 1
"2382" "Julian Jenner" 33331 75 122 22 1
"2383" "David Mendes" 33335 74 149 36 1
"2384" "Mimoun Azaouagh" 33336 74 146 39 1
"2385" "Fabio Simplicio" 33337 78 153 83 1
"2386" "Dennis Aogo" 33338 77 137 172 1
"2387" "Gerhard Tremmel" 33339 76 369 60 2
"2388" "Dennis Kruppke" 33342 71 90 6 1
"2389" "Romain Poyet" 33344 72 134 47 1
"2390" "Roda Antar" 33348 71 132 15 1
"2391" "Elliott L. Ward" 33408 69 127 12 1
"2392" "Marco Pisano" 33413 75 146 24 1
"2393" "Pietro Accardi" 33414 80 148 39 1
"2394" "Djibril Cisse" 33418 84 124 72 3
"2395" "Yohann Poulard" 33420 70 140 91 1
"2396" "Jimmy Kebe" 33421 71 118 18 1
"2397" "Guillermo Rodriguez" 33422 75 54 61 1
"2398" "Matt Moussilou" 33424 75 104 55 2
"2399" "Romain Salin" 33431 75 366 131 1
"2400" "Toifilou Maoulida" 33433 76 126 52 1
"2401" "Jerko Leko" 33435 74 151 20 1
"2402" "Nourdin Boukhari" 33436 75 140 46 2
"2403" "Vladimir Stojkovic" 33439 78 407 9 2
"2404" "Yoann Bigne" 33440 67 138 4 1
"2405" "Florian Jarjat" 33444 69 128 25 1
"2406" "Sebastien Roudet" 33446 74 146 122 1
"2407" "Rudy Haddad" 33448 69 138 5 1
"2408" "Alaeddine Yahia" 33451 72 125 107 1
"2409" "Yohan Lachor,29" 33452 65 134 29 1
"2410" "Karim Ziani" 33464 77 142 34 2
"2411" "Stephane Sessegnon" 33468 83 146 214 2
"2412" "Tom Starke" 33473 77 378 63 1
"2413" "Philipp Haastrup" 33488 65 50 31 1
"2414" "Mourad Meghni" 33544 76 139 13 1
"2415" "Ronan Le Crom" 33546 79 394 16 1
"2416" "Romuald Peiser" 33550 75 371 104 1
"2417" "Gary McDonald" 33553 62 148 106 1
"2418" "Morten Nordstrand" 33578 72 112 10 1
"2419" "Oscar Wendt" 33579 78 154 97 1
"2420" "Jiri Jarosik" 33582 77 150 56 1
"2421" "Alvaro Rubio" 33586 76 169 112 1
"2422" "Haris Medunjanin" 33588 75 114 32 1
"2423" "Mario Cantaluppi,25" 33595 70 141 25 1
"2424" "Daniel Moreira" 33599 81 111 33 1
"2425" "Francisco Javier Martos" 33605 70 60 85 1
"2426" "Ruben" 33607 75 133 46 1
"2427" "Paco Pena" 33609 72 148 28 1
"2428" "Diego Camacho" 33611 72 115 43 1
"2429" "Ian Harte" 33615 74 153 15 1
"2430" "Lionel Letizi" 33617 72 362 17 1
"2431" "Laurent Courtois" 33619 73 134 45 1
"2432" "Jelle van Damme" 33620 75 141 123 2
"2433" "Sherjill MacDonald" 33622 70 129 69 1
"2434" "Goran Lovre" 33625 74 143 40 1
"2435" "Ivan Cuellar" 33630 76 388 64 1
"2436" "Maxi Rodriguez" 33632 84 152 86 2
"2437" "Martin Petrov" 33633 83 146 60 1
"2438" "Juan Valera" 33634 76 142 146 1
"2439" "Gabi" 33635 82 157 230 1
"2440" "Luis Perea" 33636 82 126 90 1
"2441" "Peter Luccin" 33637 80 130 19 2
"2442" "Samuel Eto'o" 33639 89 144 133 3
"2443" "Maxi Lopez" 33640 78 146 102 1
"2444" "Santiago Ezquerro" 33641 76 142 8 1
"2445" "Antonio Doblas" 33644 74 361 18 2
"2446" "Vincent Pericard" 33650 65 128 1 1
"2447" "Arturo Arzu" 33655 71 145 34 1
"2448" "Bjoern Vleminckx" 33657 73 138 94 2
"2449" "Olivier Fontenette" 33660 58 131 4 1
"2450" "Tim Smolders" 33662 71 156 90 1
"2451" "Jesus Capi" 33665 75 156 24 1
"2452" "Miguel Angel" 33666 70 139 16 1
"2453" "Francisco Munoz Xisco,18" 33668 75 128 18 1
"2454" "Vincent Provoost" 33671 61 124 35 1
"2455" "Peter Mollez" 33676 61 307 8 1
"2456" "Johan Vonlanthen" 33681 78 116 22 1
"2457" "Cees Paauwe" 33682 68 335 24 1
"2458" "Evander Sno" 33683 73 104 58 2
"2459" "Ibrahim Kargbo" 33684 70 139 29 1
"2460" "Mohamed Messoudi" 33685 68 141 64 2
"2461" "Marco Engelhardt" 33686 76 136 10 1
"2462" "Ousmane Dabo" 33687 76 123 21 1
"2463" "Jeremy Gavanon" 33688 70 356 4 1
"2464" "Noel Hunt" 33692 71 104 10 1
"2465" "Craig Conway" 33693 74 132 78 1
"2466" "Steven Robb" 33696 65 149 26 1
"2467" "Felipe Morais" 33697 65 96 29 1
"2468" "Paolo Sammarco" 33706 78 160 99 1
"2469" "Abraham Paz Cruz" 33715 75 148 29 1
"2470" "Jonathan Sesma" 33729 76 147 46 1
"2471" "Esteban" 33731 76 378 51 1
"2472" "Jose Manuel Pinto" 33732 78 384 30 1
"2473" "Angel Lopez" 33733 76 144 82 1
"2474" "Yoann Gourcuff" 33744 85 162 137 1
"2475" "Borja Oubina" 33747 75 146 60 1
"2476" "Gustavo Adolfo Munua" 33753 76 391 125 1
"2477" "Justin Hoyte" 33754 72 120 17 1
"2478" "Manuel Pablo" 33756 78 152 117 1
"2479" "Julian de Guzman" 33758 77 152 17 1
"2480" "Aldo Pedro Duscher" 33759 77 136 46 1
"2481" "Juan Carlos Valeron" 33761 86 150 58 1
"2482" "Angel Javier Arizmendi" 33762 75 126 50 2
