"player_name" "player_api_id" "overall_rating" "gk_attributes" "num_appearances" "num_leagues"
"6637" "Francisco Sutil" 150831 68 60 4 1
"6638" "Gaizka Toquero" 150832 74 126 83 1
"6639" "Valentin Roberge" 150833 74 51 93 3
"6640" "Thimothee Kolodziejczak" 150869 74 137 124 2
"6641" "Wakaso Mubarak" 150872 76 127 39 2
"6642" "Caiuby" 150922 73 113 31 1
"6643" "Ivan Obradovic" 150968 73 141 82 2
"6644" "Ryan McGivern" 150969 64 116 56 1
"6645" "John Boye" 151009 72 134 52 1
"6646" "Thiago Cionek" 151050 70 121 86 2
"6647" "Dani Benitez" 151058 74 77 38 1
"6648" "Coke" 151063 80 138 107 1
"6649" "Pablo Cendros" 151075 72 130 60 2
"6650" "Alejandro Bergantinos" 151079 74 128 93 1
"6651" "Dmitriy Verkhovtsov" 154192 65 58 5 1
"6652" "Matthieu Saunier" 154228 67 58 42 1
"6653" "Christopher Glombard" 154229 70 48 36 1
"6654" "Gregory Sertic" 154230 77 143 100 1
"6655" "Grzegorz Krychowiak" 154232 82 50 124 2
"6656" "Paul Bastien Lasne" 154233 73 121 89 1
"6657" "Miroslav Stoch" 154235 79 138 31 1
"6658" "Alessandro Crescenzi" 154238 65 50 9 1
"6659" "Andrea Bertolacci" 154239 77 129 119 1
"6660" "Luca Caldirola" 154245 74 47 80 2
"6661" "Joel Chukwuma Obi" 154246 77 133 29 1
"6662" "Mattia Destro" 154249 79 124 100 1
"6663" "Xavier Torres" 154256 76 131 125 1
"6664" "Sergio Busquets" 154257 86 146 213 1
"6665" "Jeffren Suarez" 154259 77 136 25 2
"6666" "Oliver Klaus" 154261 55 264 9 1
"6667" "Pedro Mendes" 154264 73 49 51 3
"6668" "Andre Martins" 154265 76 58 46 1
"6669" "Diogo Amado" 154267 72 52 91 1
"6670" "Wilson Eduardo" 154268 76 56 90 2
"6671" "Martin Kelly" 154271 77 118 64 1
"6672" "Nathan Eccleston" 154273 68 101 6 1
"6673" "Cedric D'Ulivo" 154276 68 124 43 1
"6674" "Jordan Ayew" 154280 76 111 121 2
"6675" "Boubacar Diabang Dialiba" 154433 70 137 56 2
"6676" "Mana Dembele" 154856 66 101 6 1
"6677" "Fabrice N'Sakala" 154867 71 55 42 2
"6678" "Pavel Komolov" 154911 61 89 18 1
"6679" "Roland Gigolaev" 154928 64 37 22 1
"6680" "Mikel Balenziaga" 154938 79 127 151 1
"6681" "Anestis Argyriou" 154941 62 35 8 1
"6682" "Gueida Fofana" 154949 76 112 51 1
"6683" "Adrian Basta" 154950 65 62 43 1
"6684" "Hugo Bargas" 154979 66 54 16 1
"6685" "Federico Fernandez" 155050 78 63 106 3
"6686" "Beshart Abdurahimi" 155052 69 45 9 1
"6687" "Thiago Ribeiro" 155056 76 134 44 1
"6688" "Juan Cuadrado" 155066 83 141 139 2
"6689" "Alexandre Barthe" 155075 65 57 10 1
"6690" "Alex MacDonald" 155122 62 103 6 1
"6691" "Harry Arter" 155129 73 43 21 1
"6692" "Angelo da Costa" 155246 71 350 45 1
"6693" "Francesco Caputo" 155254 70 98 5 1
"6694" "Bartosz Salamon" 155256 70 57 1 1
"6695" "Omar El Kaddouri" 155257 77 40 51 1
"6696" "Gabriele Angella" 155260 73 127 12 1
"6697" "Robert Gucher" 155262 70 127 15 1
"6698" "Marcus Diniz" 155268 69 118 20 2
"6699" "Marco Calderoni" 155273 67 126 1 1
"6700" "Masahudu Alhassan" 155278 65 49 2 1
"6701" "Nicolas Martin Gorobsov" 155297 68 135 1 1
"6702" "Neven Markovic" 155348 64 66 5 1
"6703" "Viktor Genev" 155350 56 47 6 1
"6704" "Radosav Petrovic" 155355 73 51 10 1
"6705" "Milos Obradovic" 155359 60 43 6 1
"6706" "Mark Davies" 155384 75 143 51 1
"6707" "Bastian Oczipka" 155534 75 132 127 1
"6708" "Kevin Gomis" 155548 70 71 83 2
"6709" "Piotr Tomasik" 155611 64 132 48 1
"6710" "Ryad Boudebouz" 155623 77 135 228 1
"6711" "Mateusz Machaj" 155638 64 53 55 1
"6712" "Denis Oliynyk" 155639 71 57 40 1
"6713" "Adem Ljajic" 155738 81 137 103 1
"6714" "Aleksandar Miljkovic" 155739 70 47 7 1
"6715" "Aaron Cresswell" 155782 74 121 75 1
"6716" "Matt Ritchie" 155913 74 99 34 1
"6717" "Ben Amos" 155936 67 337 1 1
"6718" "Joseph Bennett" 156007 68 120 24 1
"6719" "Jordan Henderson" 156008 79 134 193 1
"6720" "Steve Cook" 156013 72 113 36 1
"6721" "Shaun Hutchinson" 156019 71 127 118 1
"6722" "Keko" 156097 73 125 43 2
"6723" "Amine Linganzi" 156105 70 117 1 1
"6724" "Tomas Vaclik" 156175 75 380 62 1
"6725" "Aleksandar Tonev" 156534 67 51 59 4
"6726" "Kostas Lamprou" 156546 69 347 81 1
"6727" "Eliaquim Mangala" 156551 81 131 142 3
"6728" "Sergio Padt" 156553 74 362 97 2
"6729" "Nelson Oliveira" 156556 74 129 41 4
"6730" "Mamadou Samassa" 156664 72 356 28 1
"6731" "Maxime Chanot" 156693 73 56 53 1
"6732" "Miguel da Silva Jorge Bruno" 156714 61 312 1 1
"6733" "Mathieu Philippe Peybernes" 156716 72 106 104 1
"6734" "Douglas Costa" 156726 83 54 23 1
"6735" "Sandro" 156727 81 142 82 1
"6736" "Kevin Greg Wattamaleo" 156770 66 47 25 1
"6737" "Fabian Rinaudo" 156793 78 66 49 2
"6738" "Lyle Taylor" 156937 64 60 27 1
"6739" "Markus Henriksen" 157101 75 103 91 1
"6740" "Mushaga Bakenga" 157102 68 101 21 1
"6741" "Daniel Mojsov" 157249 60 62 9 1
"6742" "Gotoku Sakai" 157252 74 50 105 1
"6743" "Zeljko Brkic" 157284 78 382 85 1
"6744" "Nemanja Pejcinovic" 157288 76 132 113 2
"6745" "Vujadin Savic" 157289 68 53 8 1
"6746" "Adam Bogdan" 157303 73 364 25 1
"6747" "Itay Shechter" 157369 74 44 33 3
"6748" "Benoit Poulain" 157375 72 115 42 1
"6749" "Manasse Enza-Yamissi" 157376 64 40 17 1
"6750" "Vladimir Volkov" 157490 67 53 15 2
"6751" "William Remy" 157560 72 52 27 1
"6752" "Steven Joseph-Monrose" 157561 69 126 47 2
"6753" "Guram Kashia" 157630 77 49 175 1
"6754" "Christian Eriksen" 157723 84 138 189 2
"6755" "Gylfi Sigurdsson" 157729 79 135 124 2
"6756" "Juhani Ojala" 157788 66 46 17 1
"6757" "Moise Brou Apanga" 157806 72 126 28 1
"6758" "Nathaniel Clyne" 157838 81 125 122 1
"6759" "Vaso Vasic" 157856 68 340 44 1
"6760" "Yohan Mollo" 157859 76 135 125 2
"6761" "Frederic Duplus" 157860 65 133 9 1
"6762" "Alex Sandro" 157865 82 136 98 2
"6763" "Marco Natanel Torsiglieri" 157869 76 57 39 2
"6764" "Carreno Enrique Javier" 157899 60 109 1 1
"6765" "Jagos Vukovic" 157901 74 127 26 1
"6766" "Samuel Atrous" 157955 61 312 1 1
"6767" "Joel Tillema" 158201 59 127 1 1
"6768" "Timothy Chandler" 158234 74 50 118 1
"6769" "Jonathan Page" 158235 64 90 6 1
"6770" "Kyle Benedictus" 158237 60 43 24 1
"6771" "Andreas Wittwer" 158253 65 58 115 1
"6772" "Vaclav Kadlec" 158257 72 128 17 1
"6773" "Dorlan Pabon" 158263 76 64 30 2
"6774" "Dario Vujicevic" 158278 68 135 44 1
"6775" "Tomasz Cywka" 158284 70 132 8 1
"6776" "Robert Beric" 158297 74 70 7 1
"6777" "Michail Antonio" 158545 75 114 23 1
"6778" "Luciano Narsingh" 158581 77 114 128 1
"6779" "Pawel Wojciechowski" 158582 65 119 4 2
"6780" "Paulo Regula" 158783 69 137 20 1
"6781" "Liam Smith" 158818 57 45 5 1
"6782" "Darryl Lachman" 158841 72 120 85 1
"6783" "Lopes Cruz Daniel" 158844 66 137 43 1
"6784" "Pape Abdou Paye" 158845 68 58 8 1
"6785" "Adam Sarota" 158861 68 139 35 1
"6786" "Jan Kirchhoff" 158879 75 114 64 2
"6787" "Ermir Lenjani" 158886 69 54 58 2
"6788" "Magaye Gueye" 158962 73 139 10 2
"6789" "Mateusz Klich" 159342 72 108 82 2
"6790" "Ousmane Coulibaly" 159352 65 97 36 1
"6791" "Temitope Ayoluwa Obadeyi" 159373 69 108 44 2
"6792" "Orhan Ademi" 159386 67 58 8 1
"6793" "Douglao" 159394 76 54 35 2
"6794" "Mateo Pavlovic" 159452 68 54 3 1
"6795" "Celso Ortiz" 159465 74 135 65 1
"6796" "Francis Coquelin" 159594 79 128 71 3
"6797" "Emmanuel Frimpong" 159596 72 114 10 1
"6798" "Rui Fonte" 159598 73 113 37 2
"6799" "Andrea Mazzarani" 159606 68 136 10 1
"6800" "Conrad Balatoni" 159663 63 59 93 1
"6801" "Jonathon Routledge" 159803 61 131 34 1
"6802" "Kyle Walker" 159833 79 126 164 1
"6803" "Gaetan Charbonnier" 159839 72 112 70 1
"6804" "Kelvin Leerdam" 159854 71 132 132 1
"6805" "Jonathan Franks" 159856 63 106 18 1
"6806" "Xabier Etxeita" 159881 77 113 61 1
"6807" "Kevin Theophile-Catherine" 159882 74 104 172 2
"6808" "Yohan Thuram Ulien" 159883 74 363 70 2
"6809" "Victor Ramos" 159888 70 127 22 1
"6810" "Yannick Bolasie" 160194 77 132 77 1
"6811" "Denis Stracqualursi" 160196 72 52 7 1
"6812" "Mostapha El Kabir" 160211 75 123 10 2
"6813" "Alassane Toure" 160220 67 63 21 1
"6814" "Yoann Andreu" 160222 71 114 48 1
"6815" "Jack Colback" 160243 76 141 156 1
"6816" "Ryan Scully" 160367 57 280 9 1
"6817" "Sidney Govou" 160370 83 151 50 1
"6818" "Adam Smith" 160447 70 47 22 1
"6819" "Ryan Mason" 160448 75 124 37 1
"6820" "Vasyl Pryima" 160460 66 40 3 1
"6821" "Nathaniel Wedderburn" 160495 58 128 8 1
"6822" "Junior Stanislas" 160496 73 132 39 1
"6823" "Steven Saunders" 160568 67 114 57 1
"6824" "Toby Alderweireld" 160599 82 141 199 3
"6825" "Cedric Soares" 160627 78 60 113 2
"6826" "Vitor Bastos" 160628 66 72 5 1
"6827" "Tom Cleverley" 160713 78 137 109 1
"6828" "Jaume Costa" 160844 78 120 77 1
"6829" "Carles Martinez" 160845 65 41 30 1
"6830" "David Moser" 160901 56 281 6 1
"6831" "Tom van Weert" 160906 71 61 63 1
"6832" "Andrew Little" 160936 61 117 8 1
"6833" "Frank Olijve" 160955 62 51 1 1
"6834" "Daley Blind" 161012 81 135 163 2
"6835" "Harm Zeinstra" 161014 64 320 9 1
"6836" "Iago Falque" 161015 79 141 67 2
"6837" "Marcos Rojo" 161035 81 52 84 2
"6838" "Youssef El Arabi" 161291 76 132 144 2
"6839" "Stephan El Shaarawy" 161328 83 123 77 2
"6840" "Diego Contento" 161396 73 128 82 2
"6841" "Ciaran Clark" 161414 77 125 119 1
"6842" "Barry Bannan" 161415 75 141 50 1
"6843" "Emmanuel Riviere" 161420 75 108 110 2
"6844" "Joshua Guilavogui" 161421 79 134 124 2
"6845" "Aaron Taylor-Sinclair" 161644 65 49 36 1
"6846" "Jose Canas" 161651 78 133 95 2
"6847" "Enock Kofi Adu" 161655 72 114 3 1
"6848" "Ciro Immobile" 161660 80 122 74 3
"6849" "Isaac Cofie" 161661 73 48 64 1
"6850" "Dejan Lazarevic" 161662 71 130 9 1
"6851" "Rodney Strasser" 161682 72 139 10 1
"6852" "Konstantinos Manolas" 161683 83 95 66 1
"6853" "Ronnie Reniers" 161933 64 50 9 1
"6854" "Victor Palsson" 161937 69 119 71 2
"6855" "Jose Angel" 162497 75 127 103 3
"6856" "Gavin Gunning" 162548 70 106 111 1
"6857" "Aaron Doran" 162549 71 125 104 1
"6858" "Danny Latza" 162679 74 101 21 1
"6859" "Sandro Sirigu" 162680 67 86 1 1
"6860" "Eugenio Lamanna" 162885 71 353 19 1
"6861" "Stophira Sunzu" 162914 71 60 27 1
"6862" "Bengali-Fode Koita" 163160 69 109 23 1
"6863" "Rick ten Voorde" 163161 67 99 53 1
"6864" "Danny Verbeek" 163165 68 58 43 1
"6865" "Vladimir Weiss" 163199 79 132 55 4
"6866" "James Chester" 163200 72 116 54 1
"6867" "Gael Kakuta" 163205 76 110 72 4
"6868" "Josh Thompson" 163206 60 106 16 1
"6869" "Kris Doolan" 163215 65 49 64 1
"6870" "Aaron Muirhead" 163222 63 38 21 1
"6871" "Bart Biemans" 163227 67 113 142 1
"6872" "Jamie Ness" 163228 69 107 11 1
"6873" "Paddy John" 163229 59 104 1 1
"6874" "Manu Torres" 163236 67 135 20 1
"6875" "David Abdul" 163254 58 125 2 1
"6876" "Luigi Sepe" 163255 73 355 31 1
"6877" "Emerson" 163557 73 49 30 1
"6878" "Karl Darlow" 163604 68 338 9 1
"6879" "Pele" 163605 76 97 68 1
"6880" "Niek Vossebelt" 163608 66 46 29 1
"6881" "Uros Delic" 163613 68 50 8 1
"6882" "Luka Milivojevic" 163616 74 56 3 1
"6883" "Dorde Cotra" 163618 65 63 93 1
"6884" "Lee Cox" 163641 66 49 29 1
"6885" "Fernando Varela" 163665 65 48 38 1
"6886" "Ivan Perisic" 163670 82 141 146 3
"6887" "Moussa Koita" 163674 61 120 7 1
"6888" "Ivo Pinto" 163815 74 63 34 2
"6889" "Josue" 163824 77 66 63 2
"6890" "Ricardo Dias" 163827 69 52 45 1
"6891" "Ramon Arcas" 163830 63 55 1 1
"6892" "Sergio Oliveira" 163835 75 147 51 2
"6893" "Alex" 163838 75 118 24 1
"6894" "Andre Claro" 163839 71 60 66 1
"6895" "Caetano" 163840 69 46 40 1
"6896" "Julio Cesar" 163843 76 380 38 2
"6897" "Cristiano" 163887 68 337 27 1
"6898" "Palmeira" 163892 69 51 26 1
"6899" "Rui Vieira" 163893 59 294 2 1
"6900" "Dani" 163897 61 51 24 1
"6901" "Anibal Capela" 163901 71 44 54 1
"6902" "Nuno Valente" 163907 66 56 22 1
"6903" "Vasco Regini" 163918 72 51 65 1
"6904" "Pedro Mba Obiang" 163919 74 36 99 2
"6905" "Ze Mario" 163939 59 121 4 1
"6906" "Didac Vila" 163971 76 96 84 2
"6907" "Fabio Santos" 163976 62 51 2 1
"6908" "Bruno Verissimo" 163981 70 352 8 1
"6909" "Ricardo Campos" 163985 63 328 1 1
"6910" "Javier Cohene" 163988 70 62 67 1
"6911" "Anselmo" 163989 65 127 19 1
"6912" "Steven Vitoria" 163994 75 41 28 1
"6913" "Stephane Dasse" 163995 64 53 7 1
"6914" "Toy Costa" 163998 69 135 17 1
"6915" "Djalmir" 163999 69 133 25 1
"6916" "Joao Goncalves" 164001 69 144 44 1
"6917" "Paul Marshall" 164017 61 131 6 1
"6918" "Ezequiel Munoz" 164029 75 112 112 1
"6919" "Nicolas Gaitan" 164031 83 141 126 1
"6920" "Ivan Pillud" 164033 70 55 10 2
"6921" "Pedro Tiba" 164053 75 57 50 1
"6922" "Joao Dias" 164059 64 40 47 1
"6923" "Stopira" 164062 61 50 14 1
"6924" "Nuno Santos" 164083 66 47 54 1
"6925" "Joao Alves Faria Daniel" 164088 61 66 21 1
"6926" "Rodrigo Galo" 164089 70 53 44 1
"6927" "Leonel Olimpio" 164091 73 138 119 1
"6928" "Zequinha" 164093 71 142 56 1
"6929" "Luciano" 164098 66 59 29 1
"6930" "Mica" 164099 67 40 27 1
"6931" "Diogo Cunha" 164105 68 50 35 1
"6932" "Helder Castro" 164106 62 51 19 1
"6933" "Ludovic" 164107 71 59 21 1
"6934" "Adilson" 164115 68 60 9 1
"6935" "Miguel Oliveira" 164120 67 60 21 1
"6936" "Miguel Rosa" 164128 78 54 62 1
"6937" "Andre Albino Carvalho da Cunha" 164130 69 57 50 1
"6938" "Luis Carlos" 164134 68 134 11 1
"6939" "Manuel Curto" 164135 63 44 46 3
"6940" "Barge" 164137 63 129 26 1
"6941" "Fabio Ervoes" 164141 70 47 5 1
"6942" "Bura" 164147 66 49 42 1
"6943" "Mamadou Djikine" 164151 65 135 29 1
"6944" "Predrag Stevanovic" 164190 67 53 1 1
"6945" "Genaro Snijders" 164209 66 107 21 1
"6946" "Lassad Nouioui" 164210 73 122 52 3
"6947" "Yazalde" 164212 71 125 98 1
"6948" "Yohan Tavares" 164221 74 62 141 2
"6949" "Rui Sampaio" 164227 70 49 76 1
"6950" "Djamal Mahamat" 164228 75 66 41 1
"6951" "Kanu" 164229 73 44 67 2
"6952" "Jaime" 164230 65 53 33 1
"6953" "Hamadou Tall" 164236 70 106 16 1
"6954" "Andre Santos" 164238 77 137 83 2
"6955" "Joao Pedro" 164241 71 53 67 1
"6956" "Issouf Ouattara" 164243 64 110 1 1
"6957" "Nick Viergever" 164246 73 126 165 1
"6958" "Felix Kroos" 164259 72 128 37 1
"6959" "Jean-Sony Alcenat" 164270 65 56 36 1
"6960" "Rodrigo Antonio" 164272 67 152 22 1
"6961" "Marafona" 164316 70 352 66 1
"6962" "Matos" 164317 65 326 1 1
"6963" "Neto" 164319 77 61 44 2
"6964" "Ruben Fernandes" 164323 75 61 96 2
"6965" "Andre Andre" 164333 80 51 94 1
"6966" "Bruno Moreira" 164334 74 47 57 1
"6967" "Claudio" 164338 71 46 49 1
"6968" "Sandro" 164341 64 14 18 1
"6969" "Pires" 164350 65 55 11 1
"6970" "Romeo van Dessel" 164352 60 122 12 1
"6971" "Pedro Trigueira" 164354 71 357 33 1
"6972" "Adama Francois" 164360 67 125 43 1
"6973" "Bruno Monteiro" 164363 64 65 20 1
"6974" "Sidnei" 164367 65 131 18 1
"6975" "Gokhan Tore" 164385 81 51 16 1
"6976" "Emidio Rafael" 164395 69 140 57 1
"6977" "Diogo Melo" 164397 64 54 42 1
"6978" "Valdinho" 164424 63 56 2 1
"6979" "Antonio Filipe" 164430 63 319 24 1
"6980" "Carlitos" 164467 62 124 1 1
"6981" "Nuno Henrique" 164470 70 52 31 1
"6982" "Ruben Lima" 164472 68 135 25 1
"6983" "Sami" 164479 73 61 85 1
"6984" "Yannick N'Djeng" 164481 63 45 14 1
"6985" "Marc Vucinovic" 164494 65 58 3 1
"6986" "Aleksandar Pesic" 164519 73 60 27 1
"6987" "John Sullivan" 164553 57 52 1 1
"6988" "Lorenzo Pique" 164574 63 133 9 1
"6989" "Mohamed Abdel Wahed" 164582 65 48 5 1
"6990" "Ander Herrera" 164676 81 149 174 2
"6991" "Mamadou Wague" 164678 67 117 1 1
"6992" "James Rodriguez" 164684 87 64 125 3
"6993" "Victor Bernardez" 164694 72 120 13 1
"6994" "Darko Bodul" 164695 69 106 26 3
"6995" "Babatunde Luqmon Adekunle" 164703 54 117 30 1
"6996" "Deniz Naki" 164706 71 128 6 1
"6997" "Pablo Olivera" 164729 68 56 7 1
"6998" "Ilombe Mboyo" 164732 74 115 96 1
"6999" "Filipe Brigues" 164771 58 128 1 1
"7000" "Pablo Pintos" 164852 72 60 4 1
"7001" "Gianmarco Ingrosso" 164864 60 55 1 1
"7002" "David Cornell" 165518 58 295 5 1
"7003" "Jeffry Fortes,30" 165525 64 55 30 1
"7004" "Sebastian Coates" 165526 75 73 42 2
"7005" "Ibrahim Kone" 165528 56 281 3 1
"7006" "Sebastien Corchia" 165583 77 141 194 1
"7007" "Anthony Bentem" 165597 59 122 1 1
"7008" "Serkan Sahin" 165599 59 125 12 1
"7009" "Lior Etter" 165600 54 121 1 1
"7010" "Jose Carlos" 165607 75 133 26 1
"7011" "Maka Mary" 165608 67 54 8 1
"7012" "Marcelo Larrondo" 165624 72 119 18 1
"7013" "Samba Sow" 165679 69 135 29 1
"7014" "Kyle Bartley" 165704 69 98 35 2
"7015" "Abraham Gonzalez" 165706 73 126 42 1
"7016" "Federico Macheda" 165709 74 89 8 2
"7017" "Juan Carlos Paredes" 165773 71 67 7 1
"7018" "Chris Smalling" 165823 83 133 121 1
"7019" "Bastian Weiser" 165825 52 126 1 1
"7020" "Carlao" 165889 72 133 57 2
"7021" "Marco Silvestri" 165952 70 341 3 1
"7022" "Wahbi Khazri" 166019 79 41 109 2
"7023" "Tongo Hamed Doumbia" 166020 74 124 106 1
"7024" "Jeroen Tesselaar" 166065 65 58 144 2
"7025" "Michel Herrero" 166111 76 139 44 1
"7026" "Pablo Cepellini" 166121 67 62 1 1
"7027" "Mamoutou N'Diaye" 166179 66 93 33 1
"7028" "Gohi Bi Cyriac" 166302 73 117 65 1
"7029" "Andros Townsend" 166422 76 123 46 1
"7030" "Calum Butcher" 166423 62 105 21 1
"7031" "Yuya Osako" 166449 73 51 30 1
"7032" "Genki Haraguchi" 166452 74 56 42 1
"7033" "Erik Sviatchenko" 166471 76 63 14 1
"7034" "Bruno Martignoni" 166507 65 42 19 1
"7035" "Lucas Nahuel Castro" 166509 76 42 73 1
"7036" "Francesco Migliore" 166554 66 85 11 1
"7037" "Nassim Ben Khalifa" 166557 69 125 85 1
"7038" "Maxime Lestienne" 166575 77 133 50 3
"7039" "Aliou Dia" 166577 63 63 18 1
"7040" "Momodou Ceesay" 166584 62 119 9 1
"7041" "Luis Filipe Pimenta" 166585 53 68 2 1
"7042" "Simone Zaza" 166595 79 45 59 1
"7043" "Dusan Cvetinovic" 166615 67 67 5 1
"7044" "Yassine El Ghanassy" 166618 73 122 66 2
"7045" "Lukman Haruna" 166630 72 128 29 1
"7046" "Carlos Bacca" 166648 82 45 117 3
"7047" "Takashi Usami" 166653 73 37 17 1
"7048" "Pieter Nys" 166660 58 55 1 1
"7049" "Jo Christiaens" 166663 57 113 2 1
"7050" "Jarno Molenberghs" 166664 64 113 30 1
"7051" "Lucas van Eenoo" 166670 67 144 89 1
"7052" "Stefan Deloose" 166672 59 301 2 1
"7053" "Derrick Tshimanga" 166675 74 94 96 1
"7054" "Victor Wanyama" 166676 77 125 159 3
"7055" "Guillaume Francois" 166679 67 127 56 1
"7056" "Gregory Lazitch" 166684 56 61 7 1
"7057" "Samuel Fabris" 166686 61 46 13 1
"7058" "Lolo Reyes,23" 166702 71 62 23 1
"7059" "Denis Popovic" 166717 65 54 15 1
"7060" "David Mitchell" 166768 57 290 1 1
"7061" "Fabricio" 166872 71 127 1 1
"7062" "Sally Sarr" 166889 65 57 101 1
"7063" "Sambou Yatabare" 166917 71 147 90 3
"7064" "Marcel Correia" 166932 72 96 16 1
"7065" "Graham Carey" 166963 65 130 96 1
"7066" "Pascal Gross" 167008 75 137 33 1
"7067" "Abdelaziz Barrada" 167027 76 47 75 2
"7068" "Anthony Lopes" 167035 82 405 112 1
"7069" "Ivan Santini" 167057 71 56 44 2
"7070" "Jordy Deckers" 167059 63 320 4 1
"7071" "Sebastian Jung" 167065 77 112 133 1
"7072" "Diego Seoane Perez" 167069 68 125 9 1
"7073" "Aleksandar Ignjovski" 167094 73 128 73 1
"7074" "Isam Merdassi" 167151 62 55 16 1
"7075" "Jo-Gook Jung" 167254 71 132 4 1
"7076" "Alireza Haghighi" 167285 68 325 25 1
"7077" "Alessandro Riedle" 167369 64 133 2 1
"7078" "Joao Victor" 167376 73 58 28 1
"7079" "Marcio Nascimento Rozario" 167412 71 40 41 1
"7080" "Osama Hawsawi" 167439 73 50 1 1
"7081" "Andras Gosztonyi" 167491 64 51 3 1
"7082" "Romain Grange" 167555 67 126 10 1
"7083" "Johan Martial" 167557 68 114 56 1
"7084" "James Chambers" 167563 59 119 6 1
"7085" "Kevin Vogt" 167589 75 124 89 1
"7086" "Tomas Majtan" 167609 60 58 1 1
"7087" "Jan Lella" 167619 58 122 13 1
"7088" "Kiko" 167623 70 122 4 1
"7089" "Emanuele Giaccherini" 167634 80 129 97 2
"7090" "Adriano De Pierro" 167648 59 130 16 1
"7091" "Adrian Stoian" 168047 72 141 12 1
"7092" "Nathan Junior" 168065 67 46 32 1
"7093" "Nicolai Joergensen" 168086 75 44 2 1
"7094" "Vitalijs Maksimenko" 168148 62 60 8 1
"7095" "Eduards Visnakovs" 168232 64 56 48 2
"7096" "Emilijus Zubas" 168295 67 325 45 1
"7097" "Danny Wilson" 168308 71 103 60 2
"7098" "Yannis Salibur" 168342 74 101 28 1
"7099" "Ruben Botta" 168390 75 45 6 1
"7100" "Alejandro Gonzalez" 168569 73 45 22 1
"7101" "Gary Woods" 168673 65 324 11 1
"7102" "Artur Ionita" 168727 74 94 75 2
"7103" "Astrit Ajdarevic" 168744 70 122 9 1
"7104" "Niklas Hult" 169015 72 135 29 1
"7105" "Craig Dawson" 169162 68 99 84 1
"7106" "Alexandre Lacazette" 169193 84 121 143 1
"7107" "David Rochela" 169195 70 121 5 1
"7108" "Javier Matilla" 169196 73 155 25 1
"7109" "Jose Picon" 169198 61 48 2 1
"7110" "Kevin de Bruyne" 169200 86 135 161 3
"7111" "Livio Nabab" 169204 69 105 20 2
"7112" "Alejandro Bedoya" 169217 75 125 70 2
"7113" "Oliver Feldballe" 169294 61 116 7 1
"7114" "Princewell Okachi" 169520 64 50 57 1
"7115" "Alexander Milosevic" 169569 72 51 10 1
"7116" "Zie Diabate" 169594 65 59 15 2
"7117" "Donald Dering Djousse" 169709 61 59 17 2
"7118" "Wojciech Szczesny" 169718 80 393 166 2
"7119" "Connor Wickham" 169721 73 52 64 1
"7120" "Erixon Danso" 169750 64 117 5 1
"7121" "Aljaz Struna" 169752 67 41 22 1
"7122" "Cristobal" 169753 69 144 1 1
"7123" "Adrian" 169756 78 388 121 2
"7124" "Gaston Sauro" 169806 68 104 26 1
"7125" "Martin Braithwaite" 169865 78 103 85 1
"7126" "Vytautas Cerniauskas" 169906 56 276 28 1
"7127" "Kennedy Ugoala" 170274 65 55 12 1
"7128" "Amara Baby" 170316 67 116 14 1
"7129" "Koen Casteels" 170322 74 365 57 1
"7130" "Thibaut Courtois" 170323 86 414 198 3
"7131" "Eneko Boveda" 170341 76 126 51 1
"7132" "Facundo Bertoglio" 170344 75 47 4 1
"7133" "Gavin Morrison" 170356 56 45 8 1
"7134" "Nosa Emanuel Igiebor" 170365 76 131 13 1
"7135" "Marlon Pereira" 170441 65 135 76 1
"7136" "Sidney Schmeltz" 170442 58 50 2 1
"7137" "Adam Matthews" 170593 74 133 89 1
"7138" "Keirrison" 170599 80 143 3 2
"7139" "Ante Vukusic" 170660 73 48 34 3
"7140" "Rene Krhin" 170667 75 138 72 2
"7141" "Haris Seferovic" 170775 77 112 71 4
"7142" "Bob Schepers" 171046 65 63 4 1
"7143" "Moritz Hartmann" 171091 70 75 24 1
"7144" "Ashton Taylor" 171094 67 124 67 1
"7145" "Riccardo Perpetuini" 171153 68 131 1 1
"7146" "Jeremy Maniere" 171182 52 46 3 1
"7147" "Everton" 171229 65 53 35 1
"7148" "Jean Paul Yontcha" 171242 68 128 38 1
"7149" "Denis Alibec" 171250 71 121 3 1
"7150" "Jorge Teixeira" 171338 72 55 125 3
"7151" "Pierre Bengtsson" 171472 73 121 24 1
"7152" "Haavard Nielsen" 171548 72 72 15 1
"7153" "Joel Matip" 171698 81 139 175 1
"7154" "Paul McGinn" 171708 60 66 67 1
"7155" "Nico Siegrist" 171736 64 82 20 1
"7156" "Adrien Goni" 171737 63 132 1 1
"7157" "Funso Ojo" 171786 68 128 74 2
"7158" "Lee Hodson" 171789 66 127 13 1
"7159" "Mark O'Brien" 171791 68 105 17 1
"7160" "Gregg Wylde" 171803 69 119 42 1
"7161" "Fernandinho" 171899 76 127 1 1
"7162" "Kleber Pinheiro" 171935 77 93 59 1
"7163" "Caue" 171968 65 49 37 1
"7164" "Felipe" 171981 78 382 12 1
"7165" "Bruno Bertucci" 171988 64 126 17 1
"7166" "Elias" 171992 78 149 43 2
"7167" "Lulinha" 171995 75 112 2 1
"7168" "Douglas" 172116 72 139 1 1
"7169" "Elton" 172139 73 49 2 1
"7170" "Jordi Figueras" 172147 73 126 76 2
